순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
187,001800,오리온홀딩스,"15,950","-300","-1.8","37,969","609,908,400","16,250","16,550","15,800","999,194,480,900","0.06","62,645,422",,,
188,048260,오스템임플란트,"69,200","-3,000","-4.2","47,258","3,323,596,300","72,700","72,700","69,100","988,571,616,400","0.06","14,285,717",,,
189,280360,롯데제과,"153,000","-2,000","-1.3","1,674","256,884,000","155,000","156,500","151,500","981,757,701,000","0.06","6,416,717",,,
190,003690,코리안리,"7,990","-10","-0.1","616,713","4,945,964,455","8,010","8,090","7,980","961,749,236,840","0.06","120,369,116",,,
191,014820,동원시스템즈,"37,450","-1,150","-3.0","75,572","2,831,702,850","38,600","39,050","36,750","959,413,236,950","0.06","25,618,511",,,
192,003380,하림지주,"10,250","-350","-3.3","174,627","1,815,159,150","10,550","10,600","10,250","959,238,029,500","0.06","93,584,198",,,
193,284740,쿠쿠홈시스,"42,500","-1,400","-3.2","9,255","394,502,600","43,300","43,650","42,200","953,586,525,000","0.06","22,437,330",,,
194,025980,아난티,"11,150","-300","-2.6","2,611,232","29,331,846,950","11,300","11,450","10,950","939,726,917,150","0.06","84,280,441",,,
195,298380,에이비엘바이오,"20,500","0","0.0","560,031","11,583,613,550","20,350","21,100","20,200","928,718,675,000","0.06","45,303,350",,,
196,046890,서울반도체,"15,800","-750","-4.5","387,732","6,199,023,750","16,550","16,600","15,750","921,225,320,000","0.06","58,305,400",,,
197,185750,종근당,"88,600","-1,600","-1.8","14,084","1,247,834,500","89,900","90,200","88,000","918,807,694,000","0.06","10,370,290",,,
198,005250,녹십자홀딩스,"19,450","-1,050","-5.1","70,089","1,369,993,400","20,550","20,750","19,200","914,698,684,500","0.06","47,028,210",,,
199,003090,대웅,"15,600","-150","-1.0","40,973","634,579,700","15,900","15,900","15,250","907,014,888,000","0.06","58,141,980",,,
200,014680,한솔케미칼,"80,000","-800","-1.0","35,977","2,871,835,900","81,500","82,100","78,700","903,615,600,000","0.06","11,295,195",,,
201,069260,휴켐스,"22,100","-300","-1.3","81,832","1,814,524,200","22,250","22,600","22,000","903,416,794,800","0.06","40,878,588",,,
202,023590,다우기술,"20,050","-350","-1.7","84,576","1,700,662,350","20,400","20,450","19,850","899,575,670,850","0.06","44,866,617",,,
203,140410,메지온,"103,200","1,900","1.9","147,620","15,369,762,200","104,000","110,800","99,000","893,139,446,400","0.06","8,654,452",,,
204,020000,한섬,"36,200","-200","-0.6","37,113","1,343,772,000","36,100","36,650","35,700","891,606,000,000","0.06","24,630,000",,,
205,030190,NICE평가정보,"14,550","-450","-3.0","145,004","2,128,497,750","14,800","15,100","14,350","883,400,631,000","0.06","60,714,820",,,
206,058470,리노공업,"56,500","-1,700","-2.9","21,650","1,233,247,600","58,300","58,300","56,500","861,193,905,000","0.05","15,242,370",,,
207,018250,애경산업,"32,400","-1,500","-4.4","163,744","5,367,972,400","33,800","33,850","32,200","853,627,734,000","0.05","26,346,535",,,
208,002350,넥센타이어,"8,730","-310","-3.4","79,665","704,075,360","9,040","9,120","8,720","852,640,566,210","0.05","97,667,877",,,
209,006040,동원산업,"231,500","-7,500","-3.1","2,193","510,434,500","237,000","240,000","230,500","851,373,891,500","0.05","3,677,641",,,
210,071840,롯데하이마트,"36,050","-1,200","-3.2","87,945","3,177,929,900","37,250","37,700","35,750","851,058,017,600","0.05","23,607,712",,,
211,039030,이오테크닉스,"68,500","-3,500","-4.9","87,914","6,156,219,400","71,700","72,300","68,100","843,889,175,000","0.05","12,319,550",,,
212,090435,아모레퍼시픽우,"79,700","-3,500","-4.2","7,041","572,050,000","82,400","84,600","79,700","841,459,051,000","0.05","10,557,830",,,
213,115390,락앤락,"15,450","300","2.0","357,943","5,739,947,650","15,300","16,800","15,250","837,182,970,000","0.05","54,186,600",,,
214,192400,쿠쿠홀딩스,"117,000","-5,000","-4.1","3,876","457,607,500","123,000","123,000","116,000","832,155,129,000","0.05","7,112,437",,,
215,005610,SPC삼립,"95,600","-1,600","-1.6","8,493","814,501,700","96,200","97,900","95,300","824,933,260,400","0.05","8,629,009",,,
216,214370,케어젠,"76,500","0","0.0","0","0","0","0","0","821,839,500,000","0.05","10,743,000",,,
217,001680,대상,"23,500","-700","-2.9","78,320","1,854,497,750","24,100","24,200","23,450","814,228,587,500","0.05","34,648,025",,,
218,093370,후성,"8,770","-390","-4.3","9,553,685","86,442,507,220","9,180","9,420","8,750","812,161,802,630","0.05","92,606,819",,,
219,003520,영진약품,"4,380","-250","-5.4","725,492","3,219,956,095","4,545","4,610","4,355","801,070,161,780","0.05","182,892,731",,,
220,145720,덴티움,"72,200","-1,900","-2.6","13,912","1,007,207,200","74,200","74,500","71,600","799,169,526,000","0.05","11,068,830",,,
221,034310,NICE,"21,000","-500","-2.3","44,020","921,085,050","21,500","21,500","20,550","795,528,300,000","0.05","37,882,300",,,
222,041510,에스엠,"33,800","-1,850","-5.2","230,050","7,891,974,350","35,700","35,750","33,600","792,032,053,800","0.05","23,432,901",,,
223,008060,대덕전자,"10,150","-150","-1.5","406,849","4,120,027,900","10,350","10,400","10,000","791,770,765,800","0.05","78,006,972",,,
224,214150,클래시스,"12,700","200","1.6","1,517,780","20,026,330,350","12,600","13,850","12,550","787,058,077,900","0.05","61,973,077",,,
225,178920,SKC코오롱PI,"26,650","-2,650","-9.0","495,473","13,838,926,100","29,650","29,800","26,650","782,612,481,300","0.05","29,366,322",,,
226,022100,포스코 ICT,"5,070","-220","-4.2","326,922","1,679,420,510","5,300","5,310","5,070","770,816,076,030","0.05","152,034,729",,,
227,032350,롯데관광개발,"11,150","0","0.0","146,939","1,617,137,300","11,150","11,300","10,800","769,465,291,000","0.05","69,010,340",,,
228,170900,동아에스티,"91,000","-3,000","-3.2","12,474","1,144,323,300","95,300","95,300","90,400","768,391,988,000","0.05","8,443,868",,,
229,241590,화승엔터프라이즈,"12,600","-400","-3.1","78,727","1,003,475,000","13,000","13,050","12,550","762,762,042,000","0.05","60,536,670",,,
230,006650,대한유화,"117,000","-4,000","-3.3","43,440","5,155,941,000","120,500","122,500","116,500","760,500,000,000","0.05","6,500,000",,,
231,091700,파트론,"13,700","-450","-3.2","660,223","9,071,356,500","14,150","14,200","13,300","741,942,817,000","0.05","54,156,410",,,
232,105630,한세실업,"18,500","-350","-1.9","118,606","2,187,439,000","18,850","18,900","18,200","740,000,000,000","0.05","40,000,000",,,
233,012630,HDC,"12,350","-400","-3.1","292,608","3,636,567,000","12,750","12,900","12,250","737,810,254,350","0.05","59,741,721",,,
234,078130,국일제지,"6,030","150","2.6","41,474,722","253,834,164,100","5,810","6,420","5,780","730,720,441,080","0.05","121,180,836",,,
235,009970,영원무역홀딩스,"53,500","-2,200","-4.0","2,511","138,008,600","55,800","56,600","53,500","729,504,172,000","0.05","13,635,592",,,
236,079160,CJ CGV,"34,200","-1,100","-3.1","119,408","4,135,999,150","35,300","35,450","34,200","723,716,904,600","0.05","21,161,313",,,
237,005290,동진쎄미켐,"14,000","-950","-6.4","5,280,548","76,113,094,100","14,950","15,300","13,850","719,802,916,000","0.05","51,414,494",,,
238,093050,LF,"24,450","-800","-3.2","36,875","911,189,300","25,200","25,450","24,450","714,918,000,000","0.05","29,240,000",,,
239,200130,콜마비앤에이치,"24,100","800","3.4","82,821","1,900,595,150","23,300","24,100","22,300","711,999,747,800","0.05","29,543,558",,,
240,085620,미래에셋생명,"4,015","-125","-3.0","107,377","434,107,665","4,180","4,185","4,000","710,719,998,835","0.05","177,016,189",,,
241,000250,삼천당제약,"31,950","-2,450","-7.1","243,043","7,954,568,600","34,100","34,300","31,700","706,280,725,350","0.04","22,105,813",,,
242,035900,JYP Ent.,"19,850","-1,550","-7.2","586,244","11,855,039,850","21,400","21,400","19,800","704,575,591,200","0.04","35,494,992",,,
243,052690,한전기술,"18,400","-600","-3.2","77,125","1,424,446,400","18,750","18,800","18,250","703,248,000,000","0.04","38,220,000",,,
244,066970,엘앤에프,"28,150","-2,050","-6.8","481,542","13,863,667,950","29,900","30,100","28,150","696,958,221,350","0.04","24,758,729",,,
245,085660,차바이오텍,"13,250","-550","-4.0","375,041","4,993,631,500","13,700","13,750","13,000","695,367,473,000","0.04","52,480,564",,,
246,064960,S&T모티브,"47,400","1,350","2.9","177,249","8,454,303,200","46,350","49,900","46,050","693,136,646,400","0.04","14,623,136",,,
247,218410,RFHIC,"29,550","-2,000","-6.3","601,373","18,081,320,000","31,200","31,450","29,350","692,737,754,100","0.04","23,442,902",,,
248,001120,LG상사,"17,850","-800","-4.3","129,151","2,332,964,050","18,650","18,650","17,850","691,866,000,000","0.04","38,760,000",,,
249,018670,SK가스,"75,300","-300","-0.4","8,778","655,178,500","75,600","75,600","73,500","688,376,109,300","0.04","9,141,781",,,
250,089590,제주항공,"25,750","-1,000","-3.7","104,816","2,724,327,800","26,550","26,650","25,700","678,686,518,500","0.04","26,356,758",,,
251,033640,네패스,"29,350","-300","-1.0","756,619","22,308,962,850","29,650","30,350","28,600","676,787,578,700","0.04","23,059,202",,,
252,025540,한국단자,"64,900","-300","-0.5","13,262","854,299,700","65,900","66,200","63,000","675,933,500,000","0.04","10,415,000",,,
253,103140,풍산,"23,900","-1,000","-4.0","94,972","2,288,082,250","24,900","24,900","23,900","669,780,244,200","0.04","28,024,278",,,
254,067160,아프리카TV,"58,000","-1,900","-3.2","121,997","7,130,794,700","59,300","60,500","56,800","666,696,486,000","0.04","11,494,767",,,
255,036420,제이콘텐트리,"4,620","0","0.0","0","0","0","0","0","665,598,696,840","0.04","144,068,982",,,
256,278280,천보,"66,500","-1,900","-2.8","75,130","4,933,922,200","67,700","68,400","61,000","665,000,000,000","0.04","10,000,000",,,
257,064760,티씨케이,"56,400","-3,700","-6.2","46,761","2,695,980,100","60,100","60,100","55,700","658,470,000,000","0.04","11,675,000",,,
258,267980,매일유업,"83,400","-500","-0.6","7,721","647,969,500","83,300","84,700","83,100","654,159,409,200","0.04","7,843,638",,,
259,005180,빙그레,"64,600","-500","-0.8","7,869","511,397,100","65,100","65,800","64,400","636,390,168,600","0.04","9,851,241",,,
260,082640,동양생명,"3,935","-95","-2.4","89,054","350,435,755","4,025","4,050","3,875","634,946,031,975","0.04","161,358,585",,,
261,039840,디오,"40,900","-1,800","-4.2","69,452","2,872,543,950","42,700","42,700","40,500","634,915,321,800","0.04","15,523,602",,,
262,001230,동국제강,"6,640","-160","-2.4","207,512","1,385,765,890","6,790","6,900","6,550","633,673,373,680","0.04","95,432,737",,,
263,078070,유비쿼스홀딩스,"33,800","-2,550","-7.0","217,776","7,447,608,200","36,050","36,350","33,250","631,946,026,400","0.04","18,696,628",,,
264,108320,실리콘웍스,"38,650","-850","-2.2","77,242","3,028,931,800","39,350","40,200","38,650","628,615,195,000","0.04","16,264,300",,,
265,286940,롯데정보통신,"40,750","-1,300","-3.1","77,102","3,128,800,050","41,900","41,900","38,100","627,400,488,250","0.04","15,396,331",,,
266,079550,LIG넥스원,"28,400","-650","-2.2","60,281","1,725,127,350","29,000","29,250","28,350","624,800,000,000","0.04","22,000,000",,,
267,071320,지역난방공사,"53,900","-600","-1.1","5,602","302,978,400","54,600","54,800","53,500","624,094,301,600","0.04","11,578,744",,,
268,267270,현대건설기계,"31,400","-150","-0.5","130,536","4,109,824,250","31,700","32,150","30,750","618,604,900,200","0.04","19,700,793",,,
269,005880,대한해운,"25,250","-600","-2.3","98,559","2,506,174,750","25,750","25,800","25,050","616,769,226,000","0.04","24,426,504",,,
270,003540,대신증권,"12,050","-350","-2.8","118,354","1,436,482,200","12,450","12,450","12,000","611,819,470,000","0.04","50,773,400",,,
271,115450,지트리비앤티,"24,700","-1,200","-4.6","253,080","6,328,807,450","25,700","26,050","24,500","605,417,673,900","0.04","24,510,837",,,
272,027410,BGF,"6,310","-220","-3.4","232,451","1,485,732,690","6,470","6,590","6,300","603,972,951,210","0.04","95,716,791",,,
273,086450,동국제약,"67,800","-1,900","-2.7","19,975","1,369,426,500","69,900","70,000","67,400","602,877,600,000","0.04","8,892,000",,,
274,000070,삼양홀딩스,"69,300","-1,200","-1.7","8,877","618,738,900","70,400","70,900","69,000","593,503,980,300","0.04","8,564,271",,,
275,298020,효성티앤씨,"137,000","-2,000","-1.4","28,509","3,906,296,000","138,000","140,000","134,000","592,892,434,000","0.04","4,327,682",,,
276,033660,아주캐피탈,"10,300","100","1.0","56,672","570,659,990","10,350","10,350","9,990","592,722,667,000","0.04","57,545,890",,,
277,004490,세방전지,"41,750","-50","-0.1","12,437","516,724,850","41,950","42,050","41,100","584,500,000,000","0.04","14,000,000",,,
278,000990,DB하이텍,"13,150","-550","-4.0","446,986","5,952,160,500","13,650","13,650","13,100","583,841,432,200","0.04","44,398,588",,,
279,042000,카페24,"61,900","0","0.0","81,973","5,074,085,100","61,200","62,400","60,900","583,753,954,300","0.04","9,430,597",,,
280,001430,세아베스틸,"16,250","-550","-3.3","32,393","531,109,450","17,000","17,000","16,200","582,759,433,750","0.04","35,862,119",,,
281,001060,JW중외제약,"28,600","-1,250","-4.2","58,405","1,697,402,750","29,800","30,200","28,550","581,095,429,200","0.04","20,318,022",,,
282,096530,씨젠,"22,100","-1,250","-5.4","155,728","3,471,088,100","23,300","23,300","21,950","579,771,842,000","0.04","26,234,020",,,
283,090460,비에이치,"18,100","-1,200","-6.2","294,099","5,414,974,650","19,150","19,250","18,100","579,175,691,700","0.04","31,998,657",,,
284,000815,삼성화재우,"180,500","-2,000","-1.1","9,540","1,716,767,500","182,500","183,000","178,500","576,156,000,000","0.04","3,192,000",,,
285,029960,코엔텍,"11,500","150","1.3","470,142","5,422,925,050","11,300","11,750","11,300","575,000,000,000","0.04","50,000,000",,,
286,112610,씨에스윈드,"33,000","-1,050","-3.1","46,828","1,554,756,450","33,800","34,100","32,850","570,428,595,000","0.04","17,285,715",,,
287,033290,코웰패션,"6,260","-10","-0.2","451,331","2,848,647,030","6,190","6,480","6,130","566,531,464,840","0.04","90,500,234",,,
288,002270,롯데푸드,"497,500","6,000","1.2","3,127","1,543,445,500","491,000","497,500","485,000","563,105,325,000","0.04","1,131,870",,,
289,001720,신영증권,"59,500","-500","-0.8","4,062","242,269,800","60,800","60,800","59,200","558,481,101,500","0.04","9,386,237",,,
290,034830,한국토지신탁,"2,205","-25","-1.1","520,094","1,134,139,065","2,205","2,215","2,160","556,738,752,150","0.04","252,489,230",,,
291,083790,크리스탈,"13,650","-750","-5.2","259,945","3,618,233,900","14,400","14,450","13,600","552,306,504,750","0.04","40,462,015",,,
292,003470,유안타증권,"2,755","-185","-6.3","764,673","2,137,915,490","2,940","2,940","2,705","549,888,566,880","0.03","199,596,576",,,
293,006840,AK홀딩스,"41,500","-1,750","-4.0","21,488","900,450,500","43,250","43,250","41,500","549,773,781,500","0.03","13,247,561",,,
294,145990,삼양사,"53,400","300","0.6","8,262","440,289,500","53,000","54,400","52,700","549,475,480,200","0.03","10,289,803",,,
295,151910,나노스,"5,040","-10","-0.2","89,967","444,055,050","5,120","5,120","4,800","549,428,770,800","0.03","109,013,645",,,
296,00680K,미래에셋대우2우B,"3,915","-80","-2.0","293,764","1,150,890,140","4,005","4,005","3,890","548,100,000,000","0.03","140,000,000",,,
297,000640,동아쏘시오홀딩스,"88,700","-2,500","-2.7","7,313","655,544,800","91,000","91,800","88,700","544,466,943,900","0.03","6,138,297",,,
298,108670,LG하우시스,"60,000","-500","-0.8","52,026","3,135,320,500","60,000","61,300","58,600","538,060,200,000","0.03","8,967,670",,,
299,298050,효성첨단소재,"119,500","2,000","1.7","64,422","7,700,485,000","118,000","123,000","116,000","535,353,786,000","0.03","4,479,948",,,
300,285130,SK케미칼,"45,550","-1,450","-3.1","26,666","1,222,489,900","47,650","47,650","45,300","534,820,587,800","0.03","11,741,396",,,
301,069080,웹젠,"15,000","-700","-4.5","161,491","2,455,970,900","15,700","15,800","14,950","529,663,260,000","0.03","35,310,884",,,
302,019680,대교,"6,210","0","0.0","30,848","192,137,300","6,170","6,300","6,150","526,004,698,500","0.03","84,702,850",,,
303,003850,보령제약,"11,900","-550","-4.4","424,192","5,122,539,700","12,450","12,500","11,850","525,980,000,000","0.03","44,200,000",,,
304,053800,안랩,"52,300","-1,800","-3.3","43,053","2,271,778,200","54,100","54,100","52,200","523,724,616,500","0.03","10,013,855",,,
305,001440,대한전선,"601","-46","-7.1","1,707,564","1,051,562,927","647","650","601","514,740,278,409","0.03","856,473,009",,,
306,039130,하나투어,"43,750","50","0.1","107,749","4,746,779,450","43,250","44,600","43,200","508,208,093,750","0.03","11,616,185",,,
307,039200,오스코텍,"18,000","-900","-4.8","218,614","3,993,194,600","18,750","18,950","17,900","505,833,102,000","0.03","28,101,839",,,
308,001630,종근당홀딩스,"100,500","-5,000","-4.7","53,914","5,433,439,200","103,000","107,000","98,700","503,491,030,500","0.03","5,009,861",,,
309,023890,한국아트라스비엑스,"55,000","-1,500","-2.6","896","49,234,400","55,100","56,000","54,500","503,250,000,000","0.03","9,150,000",,,
310,003620,쌍용차,"3,350","-290","-8.0","339,077","1,156,549,775","3,590","3,665","3,350","501,964,006,700","0.03","149,840,002",,,
311,011160,두산건설,"1,520","-60","-3.8","467,497","711,596,450","1,580","1,590","1,470","493,478,872,560","0.03","324,657,153",,,
312,002240,고려제강,"24,600","-350","-1.4","11,458","283,042,300","24,950","25,400","24,150","492,000,000,000","0.03","20,000,000",,,
313,210980,SK디앤디,"25,850","-800","-3.0","7,124","185,685,650","26,750","26,750","25,800","490,895,739,400","0.03","18,990,164",,,
