순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1300,058730,다스코,"5,480","-420","-7.1","101,769","571,621,620","5,830","5,900","5,460","84,392,000,000","0.01","15,400,000",,,
1301,002900,동양물산,"1,290","-130","-9.2","595,449","797,731,985","1,410","1,430","1,290","84,351,681,000","0.01","65,388,900",,,
1302,119830,아이텍,"13,100","-600","-4.4","126,320","1,685,670,000","13,500","13,850","12,900","84,102,602,600","0.01","6,420,046",,,
1303,900260,로스웰,"926","-71","-7.1","681,052","647,545,543","997","1,005","926","84,063,437,500","0.01","90,781,250",,,
1304,085310,엔케이,"1,050","-70","-6.2","677,649","721,198,190","1,095","1,115","1,045","83,982,519,600","0.01","79,983,352",,,
1305,032820,우리기술,"878","-56","-6.0","1,099,848","984,113,539","933","933","871","83,963,285,748","0.01","95,630,166",,,
1306,086080,다이노나,"5,470","-500","-8.4","4,744","25,351,110","5,350","5,650","5,300","83,945,251,070","0.01","15,346,481",,,
1307,019685,대교우B,"4,320","0","0.0","4,020","17,350,670","4,320","4,330","4,310","83,924,596,800","0.01","19,426,990",,,
1308,168330,내츄럴엔도텍,"4,060","-215","-5.0","210,093","858,903,500","4,230","4,300","4,020","83,903,237,320","0.01","20,665,822",,,
1309,052860,아이앤씨,"4,800","-460","-8.8","388,495","1,951,318,300","5,250","5,250","4,800","83,897,059,200","0.01","17,478,554",,,
1310,217620,디딤,"2,265","-175","-7.2","193,942","447,929,705","2,345","2,500","2,245","83,809,314,825","0.01","37,001,905",,,
1311,003610,방림,"1,980","-15","-0.8","77,718","149,751,325","1,970","1,980","1,890","83,781,898,200","0.01","42,314,090",,,
1312,010660,화천기계,"3,800","190","5.3","9,326,154","35,259,375,500","3,565","3,920","3,560","83,600,000,000","0.01","22,000,000",,,
1313,134790,시디즈,"41,750","500","1.2","2,282","92,571,600","42,500","42,500","40,000","83,500,000,000","0.01","2,000,000",,,
1314,108860,셀바스AI,"3,780","0","0.0","0","0","0","0","0","83,371,472,100","0.01","22,055,945",,,
1315,021080,에이티넘인베스트,"1,735","-145","-7.7","807,542","1,433,458,870","1,830","1,880","1,730","83,280,000,000","0.01","48,000,000",,,
1316,016740,두올,"3,075","-155","-4.8","257,748","810,817,020","3,275","3,285","3,060","83,230,041,000","0.01","27,066,680",,,
1317,214680,디알텍,"1,715","-125","-6.8","3,023,693","5,367,991,145","1,850","1,880","1,705","83,229,275,850","0.01","48,530,190",,,
1318,003547,대신증권2우B,"8,320","-120","-1.4","36,156","300,455,680","8,450","8,450","8,250","83,200,000,000","0.01","10,000,000",,,
1319,033540,파라텍,"4,895","-5","-0.1","53,234","257,439,045","4,820","4,910","4,800","83,135,162,550","0.01","16,983,690",,,
1320,950130,엑세스바이오,"3,070","-245","-7.4","153,815","476,020,865","3,255","3,325","3,020","83,089,335,100","0.01","27,064,930",,,
1321,259630,엠플러스,"16,200","-950","-5.5","24,383","403,748,900","16,900","17,400","16,100","82,812,618,000","0.01","5,111,890",,,
1322,006980,우성사료,"2,680","-220","-7.6","782,464","2,152,226,730","2,890","2,905","2,680","82,812,000,000","0.01","30,900,000",,,
1323,006910,보성파워텍,"1,805","-95","-5.0","258,123","473,614,090","1,900","1,900","1,800","82,767,767,795","0.01","45,854,719",,,
1324,001140,국보,"4,910","-860","-14.9","1,203,368","6,321,853,430","5,600","5,680","4,910","82,601,126,400","0.01","16,823,040",,,
1325,038060,루멘스,"1,745","-160","-8.4","264,618","472,545,760","1,885","1,915","1,735","82,497,988,080","0.01","47,276,784",,,
1326,094170,동운아나텍,"6,050","-270","-4.3","121,894","744,876,020","6,320","6,320","6,000","82,391,622,500","0.01","13,618,450",,,
1327,083660,CSA 코스믹,"4,170","0","0.0","0","0","0","0","0","82,347,662,970","0.01","19,747,641",,,
1328,051160,지어소프트,"5,640","40","0.7","127,286","723,625,180","5,630","5,880","5,510","82,200,490,200","0.01","14,574,555",,,
1329,010240,흥국,"6,670","0","0.0","179,062","1,193,363,500","6,600","6,760","6,600","82,192,382,320","0.01","12,322,696",,,
1330,000300,대유플러스,"779","-61","-7.3","685,875","545,869,410","838","840","771","82,037,237,840","0.01","105,310,960",,,
1331,009770,삼정펄프,"32,750","-350","-1.1","1,005","32,583,400","33,050","33,050","32,000","81,874,050,250","0.01","2,499,971",,,
1332,061250,화일약품,"5,680","-320","-5.3","114,402","658,890,740","5,950","6,000","5,680","81,854,241,440","0.01","14,410,958",,,
1333,043290,케이맥,"11,450","-300","-2.6","26,214","295,007,950","11,550","11,750","10,950","81,770,529,950","0.01","7,141,531",,,
1334,104620,노랑풍선,"17,150","-1,100","-6.0","13,392","233,636,500","18,050","18,150","17,100","81,730,897,500","0.01","4,765,650",,,
1335,250060,모비스,"2,540","-140","-5.2","851,866","2,242,003,285","2,700","2,775","2,520","81,715,137,560","0.01","32,171,314",,,
1336,048910,대원미디어,"6,490","-280","-4.1","119,008","775,131,360","6,720","6,790","6,390","81,637,359,540","0.01","12,578,946",,,
1337,071970,STX중공업,"2,905","-130","-4.3","77,638","229,651,405","3,000","3,080","2,875","81,577,428,555","0.01","28,081,731",,,
1338,067570,엔브이에이치코리아,"2,840","-5","-0.2","29,454","81,314,165","2,845","2,845","2,710","81,571,110,480","0.01","28,722,222",,,
1339,004540,깨끗한나라,"2,190","-90","-4.0","85,197","188,016,385","2,275","2,275","2,120","81,557,117,670","0.01","37,240,693",,,
1340,012320,경동인베스트,"34,450","-1,000","-2.8","5,943","206,392,150","35,150","35,400","34,450","81,475,042,350","0.01","2,365,023",,,
1341,087730,네패스신소재,"4,630","-910","-16.4","724,212","3,597,281,665","5,530","5,540","4,570","81,389,311,550","0.01","17,578,685",,,
1342,327610,펨토바이오메드,"14,900","-50","-0.3","6","88,300","13,500","15,000","13,500","81,260,353,500","0.01","5,453,715",,,
1343,009070,KCTC,"2,705","-200","-6.9","152,673","422,203,710","2,885","2,970","2,605","81,150,000,000","0.01","30,000,000",,,
1344,031820,콤텍시스템,"1,695","-130","-7.1","1,227,082","2,137,256,250","1,815","1,845","1,690","81,108,234,870","0.01","47,851,466",,,
1345,102210,해덕파워웨이,"1,100","0","0.0","0","0","0","0","0","81,066,045,500","0.01","73,696,405",,,
1346,065680,우주일렉트로,"8,150","-70","-0.8","9,286","74,729,730","8,390","8,390","7,950","80,963,893,000","0.01","9,934,220",,,
1347,021820,세원정공,"8,090","0","0.0","0","0","0","0","0","80,900,000,000","0.01","10,000,000",,,
1348,043090,팜스웰바이오,"2,790","-165","-5.6","170,392","484,336,730","2,910","3,000","2,790","80,872,873,470","0.01","28,986,693",,,
1349,109860,동일금속,"11,550","-50","-0.4","14,655","167,550,400","11,600","11,600","11,350","80,850,000,000","0.01","7,000,000",,,
1350,137400,피엔티,"4,555","-345","-7.0","253,364","1,172,792,905","4,895","4,895","4,545","80,757,539,985","0.01","17,729,427",,,
1351,215790,이노인스트루먼트,"3,980","-240","-5.7","75,846","299,812,700","4,220","4,220","3,870","80,726,933,020","0.01","20,283,149",,,
1352,066590,우수AMS,"3,265","-385","-10.6","438,766","1,507,248,090","3,595","3,640","3,265","80,626,899,295","0.01","24,694,303",,,
1353,009440,KC그린홀딩스,"3,590","-240","-6.3","59,840","218,782,410","3,830","3,830","3,585","80,541,578,200","0.01","22,434,980",,,
1354,037330,인지디스플레,"2,260","-100","-4.2","1,963,726","4,457,615,285","2,355","2,370","2,215","80,463,109,960","0.01","35,603,146",,,
1355,005010,휴스틸,"10,550","-350","-3.2","41,858","443,535,250","10,650","10,850","10,450","80,408,597,400","0.01","7,621,668",,,
1356,024950,삼천리자전거,"6,020","-500","-7.7","172,444","1,070,924,510","6,430","6,530","6,020","79,906,933,540","0.01","13,273,577",,,
1357,002230,피에스텍,"4,060","75","1.9","56,154","219,352,435","3,985","4,215","3,750","79,857,126,580","0.01","19,669,243",,,
1358,112240,에스에프씨,"1,815","0","0.0","0","0","0","0","0","79,827,028,710","0.01","43,981,834",,,
1359,092460,한라IMS,"6,780","-210","-3.0","9,139","62,093,000","6,860","7,070","6,700","79,630,950,840","0.01","11,744,978",,,
1360,087260,모바일어플라이언스,"5,300","-380","-6.7","262,795","1,402,337,260","5,680","5,700","5,120","79,500,000,000","0.01","15,000,000",,,
1361,008250,이건산업,"7,250","-540","-6.9","95,951","712,425,950","7,620","7,780","7,250","79,406,603,750","0.01","10,952,635",,,
1362,302550,리메드,"15,250","-50","-0.3","130","1,982,500","15,250","15,250","15,250","79,375,579,000","0.01","5,204,956",,,
1363,003580,넥스트사이언스,"3,380","-370","-9.9","298,170","1,062,278,035","3,700","3,785","3,380","79,364,559,820","0.01","23,480,639",,,
1364,007860,서연,"3,380","-430","-11.3","381,343","1,330,981,150","3,800","3,835","3,335","79,361,872,720","0.01","23,479,844",,,
1365,001380,SG충방,"1,765","-205","-10.4","606,110","1,100,851,750","1,965","1,975","1,765","79,361,712,395","0.01","44,964,143",,,
1366,163560,동일고무벨트,"5,940","-80","-1.3","6,989","41,441,010","6,010","6,010","5,900","79,299,000,000","0.01","13,350,000",,,
1367,214610,미코바이오메드,"6,500","-100","-1.5","457","2,886,700","6,600","6,700","6,300","79,294,254,000","0.01","12,199,116",,,
1368,047560,이스트소프트,"8,010","-480","-5.6","129,467","1,062,081,770","8,530","8,660","8,010","79,294,194,000","0.01","9,899,400",,,
1369,036260,이매진아시아,"2,220","0","0.0","0","0","0","0","0","79,207,637,520","0.01","35,679,116",,,
1370,215380,우정바이오,"3,150","0","0.0","0","0","0","0","0","79,095,589,650","0.01","25,109,711",,,
1371,030350,드래곤플라이,"4,940","-150","-3.0","480,823","2,417,184,420","5,130","5,330","4,890","79,081,945,540","0.01","16,008,491",,,
1372,011150,CJ씨푸드,"2,200","-140","-6.0","304,426","688,880,750","2,315","2,365","2,200","79,047,700,600","0.01","35,930,773",,,
1373,140670,알에스오토메이션,"8,680","-670","-7.2","242,691","2,162,213,420","9,480","9,480","8,680","79,015,255,200","0.01","9,103,140",,,
1374,03473K,SK우,"139,500","-1,000","-0.7","1,405","195,302,000","141,000","141,000","138,000","78,975,832,500","0.01","566,135",,,
1375,105740,디케이락,"9,550","-500","-5.0","159,179","1,560,708,110","9,990","10,250","9,550","78,910,809,600","0.01","8,262,912",,,
1376,033170,시그네틱스,"920","-90","-8.9","1,478,792","1,409,276,270","993","1,015","920","78,870,053,480","0.01","85,728,319",,,
1377,006660,삼성공조,"9,700","-240","-2.4","2,464","23,871,180","9,890","9,890","9,600","78,825,245,800","0.01","8,126,314",,,
1378,009190,대양금속,"6,390","-140","-2.1","29,807","192,514,690","6,480","6,650","6,350","78,711,591,870","0.01","12,317,933",,,
1379,260660,알리코제약,"8,200","-450","-5.2","36,393","302,393,760","8,520","8,700","8,170","78,683,715,000","0.01","9,595,575",,,
1380,233250,메디안디노스틱,"44,950","1,250","2.9","1","44,950","44,950","44,950","44,950","78,506,703,300","0.00","1,746,534",,,
1381,219420,링크제니시스,"7,850","-480","-5.8","630,180","5,082,032,830","8,300","8,500","7,840","78,500,000,000","0.00","10,000,000",,,
1382,023800,인지컨트롤스,"5,170","-480","-8.5","126,675","676,410,320","5,590","5,700","5,170","78,377,861,760","0.00","15,160,128",,,
1383,027710,팜스토리,"887","-96","-9.8","1,576,598","1,451,019,616","974","982","887","78,364,171,297","0.00","88,347,431",,,
1384,253840,수젠텍,"6,060","-440","-6.8","101,365","629,698,710","6,400","6,550","6,000","78,331,596,360","0.00","12,926,006",,,
1385,040300,YTN,"1,865","-75","-3.9","63,309","119,950,375","1,940","1,955","1,865","78,330,000,000","0.00","42,000,000",,,
1386,015230,대창단조,"39,050","-150","-0.4","831","32,413,400","39,150","39,850","38,550","78,100,000,000","0.00","2,000,000",,,
1387,047080,한빛소프트,"3,150","-200","-6.0","117,179","377,888,540","3,315","3,315","3,150","78,056,483,400","0.00","24,779,836",,,
1388,224060,코디엠,"533","-47","-8.1","1,476,566","799,983,269","571","581","525","77,890,911,735","0.00","146,136,795",,,
1389,131400,액트,"4,470","-115","-2.5","90,505","399,267,290","4,585","4,585","4,320","77,629,430,610","0.00","17,366,763",,,
1390,049630,재영솔루텍,"1,065","-65","-5.8","868,577","942,966,040","1,140","1,140","1,060","77,526,586,605","0.00","72,794,917",,,
1391,131290,티에스이,"7,000","-470","-6.3","69,919","495,603,350","7,450","7,450","6,900","77,430,003,000","0.00","11,061,429",,,
1392,160980,싸이맥스,"7,320","-560","-7.1","79,248","593,497,950","7,870","7,870","7,310","77,418,472,080","0.00","10,576,294",,,
1393,049080,기가레인,"1,480","-170","-10.3","802,671","1,230,273,735","1,650","1,670","1,465","77,368,657,600","0.00","52,276,120",,,
1394,900270,헝셩그룹,"967","-63","-6.1","1,503,966","1,485,694,242","1,020","1,030","967","77,360,000,000","0.00","80,000,000",,,
1395,041650,상신브레이크,"3,600","-165","-4.4","30,268","110,833,675","3,720","3,755","3,600","77,297,220,000","0.00","21,471,450",,,
1396,050540,한국코퍼레이션,"1,990","-30","-1.5","169,351","336,398,850","2,025","2,025","1,965","77,183,330,070","0.00","38,785,593",,,
1397,065950,웰크론,"2,840","-160","-5.3","368,809","1,068,174,245","3,000","3,020","2,830","77,148,347,240","0.00","27,164,911",,,
1398,118990,모트렉스,"2,830","-80","-2.8","115,904","327,655,215","2,820","2,910","2,750","77,119,042,350","0.00","27,250,545",,,
1399,072470,우리산업홀딩스,"4,080","-380","-8.5","7,547","32,162,220","4,305","4,460","4,080","77,060,351,280","0.00","18,887,341",,,
1400,033320,제이씨현시스템,"4,020","-365","-8.3","228,851","948,097,495","4,365","4,375","4,005","76,840,016,640","0.00","19,114,432",,,
1401,043200,파루,"2,200","-145","-6.2","354,282","801,037,060","2,430","2,430","2,190","76,811,136,600","0.00","34,914,153",,,
1402,090740,연이정보통신,"4,800","-110","-2.2","86,633","405,126,640","4,810","4,910","4,540","76,800,000,000","0.00","16,000,000",,,
1403,069540,라이트론,"5,420","0","0.0","0","0","0","0","0","76,790,652,140","0.00","14,168,017",,,
1404,222420,쎄노텍,"1,905","-160","-7.8","566,513","1,109,288,320","2,060","2,065","1,905","76,501,323,375","0.00","40,158,175",,,
1405,080720,한국유니온제약,"12,950","-650","-4.8","99,255","1,270,398,400","13,500","13,550","12,500","76,453,277,600","0.00","5,903,728",,,
1406,039010,현대통신,"8,840","-260","-2.9","39,205","348,204,670","9,100","9,100","8,840","76,245,000,000","0.00","8,625,000",,,
1407,011420,갤럭시아에스엠,"2,765","-105","-3.7","927,799","2,654,478,960","2,875","3,100","2,700","76,174,765,660","0.00","27,549,644",,,
1408,058860,KTis,"2,185","-50","-2.2","180,042","395,642,580","2,230","2,230","2,185","76,042,370,000","0.00","34,802,000",,,
1409,021040,대호피앤씨,"1,040","-105","-9.2","3,034,320","3,292,936,265","1,140","1,155","1,035","76,037,339,040","0.00","73,112,826",,,
1410,004780,대륙제관,"4,770","-150","-3.0","9,291","44,859,135","4,900","4,910","4,765","75,858,259,230","0.00","15,903,199",,,
1411,002200,수출포장,"18,950","-400","-2.1","19,481","365,625,600","19,500","20,550","18,500","75,800,000,000","0.00","4,000,000",,,
1412,016600,큐캐피탈,"541","-44","-7.5","965,768","537,938,245","578","585","540","75,739,092,202","0.00","139,998,322",,,
1413,053620,태양,"8,800","-10","-0.1","9,845","85,975,160","8,850","8,890","8,600","75,680,000,000","0.00","8,600,000",,,
1414,092070,디엔에프,"7,030","-400","-5.4","94,203","671,636,910","7,310","7,330","7,020","75,655,650,840","0.00","10,761,828",,,
1415,037350,성도이엔지,"4,890","-160","-3.2","35,346","172,903,860","5,000","5,050","4,840","75,648,300,000","0.00","15,470,000",,,
1416,064090,에프앤리퍼블릭,"1,165","-140","-10.7","1,040,307","1,281,196,945","1,290","1,305","1,165","75,564,945,310","0.00","64,862,614",,,
1417,156100,엘앤케이바이오,"7,010","0","0.0","0","0","0","0","0","75,558,939,360","0.00","10,778,736",,,
1418,000157,두산2우B,"76,600","-400","-0.5","610","46,995,000","77,000","77,800","74,000","75,503,471,000","0.00","985,685",,,
1419,285490,노바텍,"16,300","-1,150","-6.6","94,505","1,573,251,100","17,500","17,650","16,300","75,416,840,000","0.00","4,626,800",,,
1420,193250,와이제이엠게임즈,"1,650","-40","-2.4","404,212","676,181,615","1,695","1,750","1,630","75,300,381,750","0.00","45,636,595",,,
1421,036120,SCI평가정보,"2,115","-125","-5.6","432,246","932,037,375","2,240","2,280","2,115","75,082,500,000","0.00","35,500,000",,,
1422,041910,에스텍파마,"6,300","-270","-4.1","98,769","631,408,030","6,600","6,600","6,250","74,959,056,900","0.00","11,898,263",,,
1423,080010,이상네트웍스,"8,310","220","2.7","17,021","137,333,680","8,180","8,310","7,700","74,914,650,000","0.00","9,015,000",,,
1424,041930,동아화성,"4,730","-360","-7.1","315,040","1,544,680,260","5,100","5,120","4,695","74,734,000,000","0.00","15,800,000",,,
1425,900310,컬러레이,"1,380","-125","-8.3","276,507","393,102,510","1,490","1,535","1,380","74,520,000,000","0.00","54,000,000",,,
1426,002920,유성기업,"2,865","-105","-3.5","72,745","207,470,470","2,950","2,985","2,705","74,339,587,500","0.00","25,947,500",,,
1427,084180,수성,"5,820","0","0.0","0","0","0","0","0","74,261,413,260","0.00","12,759,693",,,
1428,027040,서울전자통신,"1,065","-90","-7.8","379,793","413,281,620","1,125","1,150","1,045","74,112,122,055","0.00","69,588,847",,,
1429,099440,스맥,"2,650","-100","-3.6","284,987","769,784,925","2,760","2,775","2,640","74,041,678,400","0.00","27,940,256",,,
1430,084670,동양고속,"25,550","-50","-0.2","663","16,858,200","25,550","25,600","25,200","73,981,787,950","0.00","2,895,569",,,
1431,053450,세코닉스,"6,250","-110","-1.7","49,205","305,481,390","6,500","6,500","6,120","73,770,506,250","0.00","11,803,281",,,
1432,004910,조광페인트,"5,760","-190","-3.2","31,762","179,927,620","5,810","5,920","5,350","73,728,000,000","0.00","12,800,000",,,
1433,014190,원익큐브,"2,080","-265","-11.3","1,054,091","2,292,382,970","2,300","2,340","2,080","73,631,804,480","0.00","35,399,906",,,
1434,149980,하이로닉,"5,220","-260","-4.7","109,703","584,968,660","5,540","5,600","5,160","73,601,973,900","0.00","14,099,995",,,
1435,187870,디바이스이엔지,"10,850","-850","-7.3","78,297","860,322,300","11,500","11,650","10,750","73,584,700,000","0.00","6,782,000",,,
1436,006140,피제이전자,"4,905","-20","-0.4","8,813","43,123,215","4,930","4,955","4,830","73,575,000,000","0.00","15,000,000",,,
1437,134780,화진,"3,060","0","0.0","0","0","0","0","0","73,560,710,880","0.00","24,039,448",,,
1438,217500,러셀,"2,310","-230","-9.1","1,833,410","4,519,311,265","2,530","2,630","2,310","73,485,720,000","0.00","31,812,000",,,
1439,092200,디아이씨,"3,055","-145","-4.5","283,429","872,210,375","3,200","3,260","2,995","73,275,302,295","0.00","23,985,369",,,
1440,001080,만호제강,"17,650","150","0.9","9,300","160,301,350","17,650","17,900","16,950","73,247,500,000","0.00","4,150,000",,,
1441,078860,아이오케이,"1,840","-50","-2.6","137,221","254,091,790","1,915","1,920","1,830","73,135,707,280","0.00","39,747,667",,,
1442,317850,대모,"8,770","-1,780","-16.9","2,450,628","23,383,870,680","10,400","10,700","8,640","73,005,163,400","0.00","8,324,420",,,
1443,071670,에이테크솔루션,"7,300","-460","-5.9","102,437","759,388,090","7,670","7,830","7,260","73,000,000,000","0.00","10,000,000",,,
1444,050320,에이앤티앤,"3,220","0","0.0","0","0","0","0","0","72,970,870,420","0.00","22,661,761",,,
1445,095500,미래나노텍,"3,130","-150","-4.6","54,831","172,257,825","3,260","3,280","3,080","72,896,238,290","0.00","23,289,533",,,
1446,122310,제노레이,"15,900","-900","-5.4","35,988","577,089,750","16,600","16,800","15,600","72,778,370,400","0.00","4,577,256",,,
1447,079950,인베니아,"3,130","-315","-9.1","162,324","530,859,095","3,410","3,445","3,130","72,616,000,000","0.00","23,200,000",,,
1448,137950,제이씨케미칼,"3,400","-220","-6.1","85,431","296,028,710","3,620","3,620","3,395","72,597,986,600","0.00","21,352,349",,,
1449,006340,대원전선,"1,065","-110","-9.4","775,432","855,229,010","1,150","1,170","1,065","72,534,137,115","0.00","68,107,171",,,
1450,204840,지엘팜텍,"2,025","-135","-6.2","295,217","636,203,710","2,300","2,320","2,020","72,463,254,075","0.00","35,784,323",,,
1451,024060,흥구석유,"4,830","-540","-10.1","588,572","2,968,260,195","5,350","5,350","4,830","72,450,000,000","0.00","15,000,000",,,
1452,090370,메타랩스,"1,385","-65","-4.5","599,027","842,839,145","1,450","1,450","1,375","72,447,945,610","0.00","52,308,986",,,
1453,220100,퓨쳐켐,"12,600","-800","-6.0","24,643","315,561,150","13,400","13,450","12,200","72,439,151,400","0.00","5,749,139",,,
1454,126600,코프라,"3,430","-150","-4.2","505,320","1,720,790,905","3,580","3,610","3,255","72,426,624,620","0.00","21,115,634",,,
1455,226610,한국비엔씨,"12,000","0","0.0","0","0","0","0","0","72,345,612,000","0.00","6,028,801",,,
1456,078140,대봉엘에스,"6,520","-690","-9.6","138,192","930,631,890","7,190","7,190","6,500","72,284,495,080","0.00","11,086,579",,,
1457,198440,고려시멘트,"2,260","-115","-4.8","308,039","709,416,295","2,335","2,420","2,250","72,274,709,600","0.00","31,979,960",,,
1458,041460,한국전자인증,"3,365","-210","-5.9","100,489","346,137,765","3,540","3,685","3,365","72,210,372,885","0.00","21,459,249",,,
1459,049720,고려신용정보,"5,040","-280","-5.3","83,724","428,640,000","5,250","5,320","5,040","72,072,000,000","0.00","14,300,000",,,
1460,024880,케이피에프,"4,140","-220","-5.0","191,080","808,070,070","4,320","4,435","4,100","72,060,653,700","0.00","17,405,955",,,
1461,014440,영보화학,"3,600","-50","-1.4","17,338","62,000,115","3,575","3,640","3,540","72,000,000,000","0.00","20,000,000",,,
1462,057880,필로시스헬스케어,"1,790","-105","-5.5","290,603","533,182,900","1,895","1,940","1,790","71,993,254,050","0.00","40,219,695",,,
1463,241820,피씨엘,"8,050","40","0.5","52,798","422,368,080","8,010","8,200","7,850","71,976,370,200","0.00","8,941,164",,,
1464,065940,바이오빌,"1,635","0","0.0","0","0","0","0","0","71,919,049,110","0.00","43,987,186",,,
1465,096690,제이스테판,"1,985","-85","-4.1","262,726","538,943,680","2,070","2,140","1,885","71,917,250,705","0.00","36,230,353",,,
1466,263690,디알젬,"6,340","-160","-2.5","189,947","1,238,179,880","6,500","6,730","6,340","71,804,367,400","0.00","11,325,610",,,
1467,171090,선익시스템,"7,950","-700","-8.1","330,787","2,715,449,590","8,560","8,660","7,950","71,544,395,250","0.00","8,999,295",,,
1468,017550,수산중공업,"1,325","-85","-6.0","666,497","909,330,830","1,400","1,410","1,320","71,530,340,975","0.00","53,985,163",,,
1469,090710,휴림로봇,"871","-105","-10.8","2,788,272","2,514,402,119","976","979","870","71,410,196,208","0.00","81,986,448",,,
1470,119850,지엔씨에너지,"4,370","-45","-1.0","145,787","647,500,445","4,530","4,540","4,365","71,212,768,360","0.00","16,295,828",,,
1471,045660,에이텍,"8,620","-400","-4.4","229,251","2,020,979,300","9,020","9,190","8,620","71,201,200,000","0.00","8,260,000",,,
1472,142280,녹십자엠에스,"7,390","-440","-5.6","52,102","390,318,030","7,800","7,840","7,390","71,071,721,370","0.00","9,617,283",,,
1473,084730,팅크웨어,"6,810","-460","-6.3","43,076","294,773,380","7,210","7,350","6,500","70,998,894,420","0.00","10,425,682",,,
1474,000500,가온전선,"17,000","-1,000","-5.6","12,239","209,189,800","18,500","18,500","16,700","70,725,899,000","0.00","4,160,347",,,
1475,119650,KC코트렐,"5,440","-410","-7.0","194,156","1,093,321,680","5,740","5,900","5,350","70,720,000,000","0.00","13,000,000",,,
1476,196450,디오스텍,"569","-36","-6.0","864,097","503,390,529","608","616","569","70,588,075,099","0.00","124,056,371",,,
1477,056360,코위버,"7,200","-570","-7.3","172,372","1,275,757,500","7,780","7,880","7,200","70,536,960,000","0.00","9,796,800",,,
1478,076610,해성옵틱스,"2,275","-175","-7.1","404,356","936,147,200","2,450","2,465","2,260","70,496,562,500","0.00","30,987,500",,,
1479,208640,썸에이지,"716","-23","-3.1","607,916","435,718,673","739","739","708","70,370,189,092","0.00","98,282,387",,,
1480,041920,메디아나,"8,130","-470","-5.5","402,000","3,310,204,870","8,590","8,590","8,030","70,328,532,480","0.00","8,650,496",,,
1481,065350,신성델타테크,"2,905","-110","-3.6","72,954","214,831,030","3,015","3,040","2,895","70,234,478,405","0.00","24,177,101",,,
1482,066670,디스플레이텍,"3,750","-60","-1.6","67,041","252,580,260","3,805","3,875","3,745","70,094,692,500","0.00","18,691,918",,,
1483,228180,티씨엠생명과학,"22,000","-450","-2.0","105","2,310,000","22,000","22,000","22,000","69,981,780,000","0.00","3,180,990",,,
1484,024800,유성티엔에스,"2,570","-70","-2.6","118,673","303,033,240","2,640","2,640","2,505","69,938,900,600","0.00","27,213,580",,,
1485,019590,엠벤처투자,"1,160","0","0.0","0","0","0","0","0","69,764,928,800","0.00","60,142,180",,,
1486,002720,국제약품,"3,785","-305","-7.5","238,679","923,980,530","4,025","4,080","3,785","69,645,968,200","0.00","18,400,520",,,
1487,101400,엔시트론,"590","-10","-1.7","394,823","230,543,048","594","600","560","69,459,895,830","0.00","117,728,637",,,
1488,124500,아이티센,"4,290","-250","-5.5","149,785","636,566,680","4,540","4,545","4,145","69,459,068,250","0.00","16,190,925",,,
1489,290660,네오펙트,"5,820","-260","-4.3","64,116","380,674,830","6,100","6,210","5,810","69,438,681,900","0.00","11,931,045",,,
1490,204630,화이브라더스코리아,"2,425","-185","-7.1","55,525","137,460,490","2,555","2,570","2,415","69,387,676,875","0.00","28,613,475",,,
1491,025440,대성엘텍,"696","-59","-7.8","647,652","459,053,495","753","758","693","69,364,294,728","0.00","99,661,343",,,
1492,078650,코렌,"1,690","-105","-5.8","459,774","775,974,255","1,765","1,805","1,650","69,124,030,170","0.00","40,901,793",,,
1493,004720,우리들제약,"5,960","-340","-5.4","86,719","524,185,920","6,240","6,440","5,950","68,959,131,040","0.00","11,570,324",,,
1494,150440,피노텍,"7,200","100","1.4","408","2,999,320","7,200","7,590","7,000","68,870,966,400","0.00","9,565,412",,,
1495,083420,그린케미칼,"3,440","-100","-2.8","37,500","130,781,845","3,540","3,625","3,390","68,800,000,000","0.00","20,000,000",,,
1496,258830,세종메디칼,"10,150","-550","-5.1","139,526","1,429,566,250","10,650","10,700","10,000","68,794,071,150","0.00","6,777,741",,,
1497,000590,CS홀딩스,"59,500","-900","-1.5","665","39,521,200","59,600","60,200","59,100","68,691,679,000","0.00","1,154,482",,,
1498,017510,세명전기,"4,495","-305","-6.4","110,401","504,821,905","4,720","4,760","4,440","68,530,770,000","0.00","15,246,000",,,
1499,014130,한익스프레스,"5,710","-590","-9.4","195,037","1,153,960,210","6,210","6,280","5,690","68,520,000,000","0.00","12,000,000",,,
1500,064800,필링크,"1,070","-80","-7.0","1,153,761","1,273,710,790","1,160","1,190","1,070","68,489,284,390","0.00","64,008,677",,,
1501,054940,엑사이엔씨,"2,060","-165","-7.4","21,893,011","48,148,029,570","2,180","2,320","2,015","68,337,508,880","0.00","33,173,548",,,
1502,043650,국순당,"3,825","55","1.5","86,195","328,671,320","3,830","3,865","3,700","68,308,012,800","0.00","17,858,304",,,
1503,204020,그리티,"6,760","-500","-6.9","364,016","2,543,319,580","7,260","7,300","6,700","68,098,313,400","0.00","10,073,715",,,
1504,037370,EG,"9,060","-520","-5.4","461,791","4,466,462,050","9,510","10,400","9,010","67,950,000,000","0.00","7,500,000",,,
1505,010400,우진아이엔에스,"8,880","-370","-4.0","41,740","374,515,090","9,150","9,230","8,700","67,683,360,000","0.00","7,622,000",,,
