종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
033160,엠케이전자,"7,960","20","0.25","7,970","7,960","46,205","366,785,260","7,970","7,990","7,830","500",원(KRW),"21,807,689","173,589,204,440",
259630,엠플러스,"16,300","1,100","7.24","16,300","16,250","36,198","568,854,450","15,050","16,400","14,750","500",원(KRW),"5,111,890","83,323,807,000",
115960,연우,"22,350","450","2.05","22,450","22,350","109,684","2,491,084,800","22,300","23,100","22,000","500",원(KRW),"12,398,000","277,095,300,000",
090740,연이정보통신,"5,390","40","0.75","5,390","5,380","119,496","638,938,390","5,350","5,500","5,190","500",원(KRW),"16,000,000","86,240,000,000",
014440,영보화학,"3,420","40","1.18","3,420","3,410","13,137","44,511,605","3,360","3,440","3,360","500",원(KRW),"20,000,000","68,400,000,000",
007530,영신금속,"1,745","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"12,832,968","22,393,529,160",
143540,영우디에스피,"1,410","45","3.30","1,410","1,405","422,339","587,214,845","1,355","1,425","1,325","500",원(KRW),"30,193,507","42,572,844,870",
111770,영원무역,"33,350","-1,000","2.91","33,450","33,350","79,124","2,640,525,150","33,850","34,100","32,950","500",원(KRW),"44,311,468","1,477,787,457,800",
009970,영원무역홀딩스,"49,900","-1,900","3.67","51,300","49,900","3,535","179,668,800","51,400","52,300","49,900","500",원(KRW),"13,635,592","680,416,040,800",
036180,영인프런티어,"9,800","10","0.10","9,800","9,790","179,468","1,744,819,710","9,640","9,910","9,580","500",원(KRW),"17,600,341","172,483,341,800",
003520,영진약품,"4,140","150","3.76","4,140","4,135","525,602","2,140,721,075","3,950","4,170","3,945","500",원(KRW),"182,892,731","757,175,906,340",
000670,영풍,"601,000","-8,000","1.31","601,000","600,000","723","432,728,000","603,000","603,000","596,000","5,000",원(KRW),"1,842,040","1,107,066,040,000",
036560,영풍정밀,"8,570","-60","0.70","8,580","8,570","29,022","249,730,180","8,630","8,660","8,540","500",원(KRW),"15,750,000","134,977,500,000",
006740,영풍제지,"3,020","15","0.50","3,025","3,020","35,177","106,120,810","2,975","3,035","2,975","500",원(KRW),"22,200,000","67,044,000,000",
012280,영화금속,"1,325","10","0.76","1,325","1,315","170,773","224,079,960","1,305","1,325","1,290","500",원(KRW),"45,451,006","60,222,582,950",
265560,영화테크,"7,810","30","0.39","7,810","7,800","3,896","30,243,980","7,790","7,830","7,340","500",원(KRW),"5,345,090","41,745,152,900",
012160,영흥철강,"1,145","10","0.88","1,150","1,145","140,102","160,864,515","1,155","1,160","1,125","500",원(KRW),"85,826,509","98,271,352,805",
036000,예림당,"3,725","40","1.09","3,725","3,720","31,537","116,369,810","3,685","3,735","3,620","500",원(KRW),"23,034,277","85,802,681,825",
053280,예스24,"6,900","180","2.68","6,900","6,890","181,817","1,256,247,320","6,910","7,100","6,730","500",원(KRW),"17,200,000","118,680,000,000",
015360,예스코홀딩스,"36,900","-150","0.40","36,900","36,700","2,347","86,849,650","38,050","38,050","36,600","5,000",원(KRW),"6,000,000","221,400,000,000",
122640,예스티,"9,680","690","7.68","9,690","9,680","343,368","3,326,836,880","8,900","10,500","8,900","500",원(KRW),"14,003,328","135,552,215,040",
179720,옐로페이,"459","19","4.32","459","378","1,098","415,090","375","459","375","500",원(KRW),"11,850,000","5,439,150,000",
900300,오가닉티코스메틱,"1,740","50","2.96","1,745","1,740","671,574","1,180,272,210","1,695","1,795","1,680","0",중국위안(CNY),"56,925,000","99,049,500,000",
045060,오공,"3,015","50","1.69","3,020","3,015","190,627","567,374,720","2,965","3,015","2,935","500",원(KRW),"16,941,974","51,080,051,610",
080520,오디텍,"4,430","-50","1.12","4,430","4,400","81,803","355,527,665","4,410","4,470","4,245","500",원(KRW),"11,746,609","52,037,477,870",
007310,오뚜기,"610,000","-4,000","0.65","610,000","609,000","1,753","1,068,995,000","611,000","620,000","607,000","5,000",원(KRW),"3,605,237","2,199,194,570,000",
079440,오렌지라이프,"25,900","100","0.39","26,000","25,900","74,749","1,938,893,550","26,000","26,200","25,600","1,000",원(KRW),"82,000,000","2,123,800,000,000",
039830,오로라,"11,500","400","3.60","11,550","11,500","352,712","4,079,654,350","11,200","11,800","11,200","500",원(KRW),"10,762,890","123,773,235,000",
046120,오르비텍,"3,800","80","2.15","3,805","3,800","517,448","1,966,072,925","3,775","3,840","3,750","500",원(KRW),"23,790,573","90,404,177,400",
014940,오리엔탈정공,"781","-17","2.13","791","781","102,640","80,537,595","781","797","774","500",원(KRW),"45,573,661","35,593,029,241",
002630,오리엔트바이오,"423","2","0.48","424","423","925,467","389,969,242","418","427","413","500",원(KRW),"228,535,104","96,670,348,992",
065500,오리엔트정공,"396","6","1.54","396","395","647,403","253,291,245","394","398","385","500",원(KRW),"117,214,562","46,416,966,552",
271560,오리온,"83,000","1,900","2.34","83,000","82,900","67,318","5,571,553,100","80,500","83,400","80,500","500",원(KRW),"39,536,132","3,281,498,956,000",
001800,오리온홀딩스,"15,650","-50","0.32","15,650","15,600","19,874","309,503,750","15,450","15,750","15,450","500",원(KRW),"62,645,422","980,400,854,300",
010470,오리콤,"4,750","40","0.85","4,770","4,750","4,613","21,627,260","4,730","4,750","4,625","1,000",원(KRW),"11,498,750","54,619,062,500",
053980,오상자이엘,"7,030","390","5.87","7,040","7,030","264,007","1,842,377,880","6,470","7,190","6,470","500",원(KRW),"17,747,882","124,767,610,460",
052420,오성첨단소재,"1,430","35","2.51","1,430","1,425","366,067","517,686,200","1,385","1,440","1,375","500",원(KRW),"55,871,717","79,896,555,310",
241790,오션브릿지,"10,650","680","6.82","10,700","10,650","769,268","8,174,171,550","9,810","11,100","9,650","500",원(KRW),"9,523,912","101,429,662,800",
039200,오스코텍,"16,900","500","3.05","16,950","16,900","165,611","2,757,279,300","16,300","17,100","16,000","500",원(KRW),"28,101,839","474,921,079,100",
226400,오스테오닉,"2,925","95","3.36","2,930","2,925","14,780","42,466,730","2,830","2,930","2,825","500",원(KRW),"8,458,466","24,741,013,050",
031510,오스템,"2,150","65","3.12","2,150","2,135","63,987","135,854,110","2,070","2,175","2,070","500",원(KRW),"26,000,000","55,900,000,000",
048260,오스템임플란트,"52,000","-12,400","19.25","52,100","52,000","607,425","32,449,740,500","59,100","59,100","51,600","500",원(KRW),"14,285,717","742,857,284,000",
138080,오이솔루션,"65,700","-4,300","6.14","65,800","65,700","920,583","61,900,235,500","71,900","72,200","65,300","500",원(KRW),"7,739,532","508,487,252,400",
080580,오킨스전자,"3,210","50","1.58","3,215","3,210","26,620","84,762,725","3,150","3,245","3,080","500",원(KRW),"6,200,000","19,902,000,000",
067170,오텍,"10,050","60","0.60","10,050","10,000","73,724","736,190,770","9,930","10,050","9,800","500",원(KRW),"15,391,605","154,685,630,250",
173130,오파스넷,"8,200","220","2.76","8,200","8,160","32,253","259,476,270","7,950","8,220","7,800","500",원(KRW),"4,025,902","33,012,396,400",
049480,오픈베이스,"2,510","30","1.21","2,515","2,510","565,190","1,417,880,450","2,465","2,545","2,465","500",원(KRW),"31,422,383","78,870,181,330",
226950,올릭스,"32,800","450","1.39","32,800","32,700","46,190","1,494,960,000","32,000","33,000","31,650","500",원(KRW),"6,507,121","213,433,568,800",
057540,옴니시스템,"1,730","30","1.76","1,735","1,730","100,778","172,213,230","1,685","1,730","1,675","500",원(KRW),"40,679,015","70,374,695,950",
057680,옴니텔,"1,160","40","3.57","1,160","1,150","213,227","241,883,160","1,090","1,200","1,080","500",원(KRW),"33,698,640","39,090,422,400",
123010,옵토팩,"8,040","1,040","14.86","8,050","8,040","227,209","1,752,961,090","7,030","8,390","6,890","500",원(KRW),"5,191,490","41,739,579,600",
082210,옵트론텍,"6,050","40","0.67","6,050","6,040","296,693","1,771,705,260","6,000","6,070","5,840","500",원(KRW),"22,560,627","136,491,793,350",
109080,옵티시스,"6,630","0","0.00","6,630","6,620","3,350","22,245,510","6,780","6,800","6,530","500",원(KRW),"5,636,000","37,366,680,000",
153710,옵티팜,"8,630","0","0.00","8,630","8,620","43,272","374,258,390","8,560","8,740","8,520","500",원(KRW),"14,377,758","124,080,051,540",
052770,와이디온라인,"805","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"31,423,394","25,295,832,170",
057030,와이비엠넷,"3,235","55","1.73","3,235","3,220","58,740","187,252,385","3,145","3,245","3,050","500",원(KRW),"16,312,697","52,771,574,795",
122990,와이솔,"15,000","350","2.39","15,050","15,000","239,626","3,556,553,250","14,800","15,050","14,550","500",원(KRW),"24,156,941","362,354,115,000",
232140,와이아이케이,"2,050","5","0.24","2,050","2,045","60,854","124,792,120","2,140","2,140","2,005","100",원(KRW),"61,788,456","126,666,334,800",
067900,와이엔텍,"7,070","160","2.32","7,070","7,060","122,754","853,491,870","6,950","7,070","6,790","500",원(KRW),"18,199,659","128,671,589,130",
155650,와이엠씨,"4,195","155","3.84","4,195","4,175","130,190","535,723,105","4,010","4,225","3,995","500",원(KRW),"19,974,358","83,792,431,810",
251370,와이엠티,"30,600","-300","0.97","30,600","30,500","64,715","1,967,389,250","30,700","31,500","29,850","500",원(KRW),"7,405,200","226,599,120,000",
066430,와이오엠,"15,800","1,800","12.86","15,800","15,750","847,702","12,813,880,900","14,550","15,900","14,250","500",원(KRW),"12,195,582","192,690,195,600",
193250,와이제이엠게임즈,"1,775","-95","5.08","1,780","1,775","5,215,733","10,161,153,285","2,000","2,160","1,775","100",원(KRW),"45,636,595","81,004,956,125",
019210,와이지-원,"8,130","0","0.00","8,150","8,130","73,797","597,856,260","8,110","8,170","8,030","500",원(KRW),"30,506,398","248,017,015,740",
122870,와이지엔터테인먼트,"23,050","-100","0.43","23,100","23,050","127,546","2,940,494,050","22,900","23,400","22,500","500",원(KRW),"18,197,609","419,454,887,450",
079000,와토스코리아,"5,520","10","0.18","5,520","5,510","468","2,579,240","5,510","5,520","5,500","500",원(KRW),"7,200,000","39,744,000,000",
070960,용평리조트,"6,400","180","2.89","6,410","6,400","349,319","2,226,721,490","6,500","6,500","6,290","5,000",원(KRW),"48,133,333","308,053,331,200",
114630,우노앤컴퍼니,"3,560","25","0.71","3,565","3,560","13,646","47,741,490","3,535","3,565","3,405","500",원(KRW),"13,573,965","48,323,315,400",
316140,우리금융지주,"11,950","-200","1.65","12,000","11,950","722,677","8,689,725,750","12,100","12,150","11,950","5,000",원(KRW),"680,164,306","8,127,963,456,700",
032820,우리기술,"892","22","2.53","894","892","578,544","515,164,856","861","905","861","500",원(KRW),"95,630,166","85,302,108,072",
041190,우리기술투자,"2,975","-55","1.82","2,980","2,975","2,417,366","7,204,033,580","3,025","3,025","2,935","500",원(KRW),"84,000,000","249,900,000,000",
115440,우리넷,"7,200","0","0.00","7,200","7,190","40,906","293,460,630","7,120","7,260","7,010","500",원(KRW),"6,365,710","45,833,112,000",
004720,우리들제약,"5,640","90","1.62","5,650","5,640","30,563","171,234,900","5,460","5,670","5,460","500",원(KRW),"11,570,324","65,256,627,360",
118000,우리들휴브레인,"1,970","5","0.25","1,975","1,970","78,701","152,336,030","1,900","1,985","1,900","500",원(KRW),"24,298,019","47,867,097,430",
046970,우리로,"2,300","-15","0.65","2,300","2,290","130,252","297,171,685","2,260","2,320","2,230","500",원(KRW),"24,791,119","57,019,573,700",
082850,우리바이오,"874","8","0.92","874","867","34,630","30,008,820","837","894","837","500",원(KRW),"44,917,878","39,258,225,372",
215360,우리산업,"19,000","100","0.53","19,000","18,900","47,624","896,036,100","18,950","19,100","18,050","500",원(KRW),"9,132,163","173,511,097,000",
072470,우리산업홀딩스,"3,165","25","0.80","3,165","3,135","10,091","31,568,690","3,120","3,180","3,000","500",원(KRW),"18,887,341","59,778,434,265",
073560,우리손에프앤지,"1,930","-10","0.52","1,935","1,930","289,488","560,624,715","1,910","1,965","1,900","500",원(KRW),"69,237,643","133,628,650,990",
153490,우리이앤엘,"749","19","2.60","749","737","28,534","20,996,893","723","749","719","500",원(KRW),"49,900,000","37,375,100,000",
037400,우리조명,"954","-1","0.10","966","954","31,697","30,373,895","958","982","942","500",원(KRW),"24,923,346","23,776,872,084",
010050,우리종금,"679","5","0.74","679","678","1,013,532","680,440,807","674","679","663","500",원(KRW),"674,203,406","457,784,112,674",
101170,우림기계,"3,890","195","5.28","3,890","3,885","322,845","1,231,850,655","3,695","4,060","3,680","500",원(KRW),"13,500,000","52,515,000,000",
006980,우성사료,"2,850","0","0.00","2,855","2,850","253,688","725,892,470","2,840","2,915","2,825","500",원(KRW),"30,900,000","88,065,000,000",
066590,우수AMS,"3,560","120","3.49","3,560","3,550","257,675","902,726,535","3,430","3,600","3,405","500",원(KRW),"24,694,303","87,911,718,680",
017370,우신시스템,"5,140","-130","2.47","5,150","5,140","7,194","36,897,950","5,270","5,350","5,080","500",원(KRW),"18,314,054","94,134,237,560",
046940,우원개발,"3,480","105","3.11","3,480","3,475","59,673","206,588,245","3,470","3,500","3,390","500",원(KRW),"17,146,877","59,671,131,960",
215380,우정바이오,"5,770","-50","0.86","5,770","5,760","53,703","305,008,770","5,750","5,790","5,600","500",원(KRW),"5,021,942","28,976,605,340",
065680,우주일렉트로,"8,200","100","1.23","8,210","8,200","509","4,149,270","8,070","8,230","8,000","500",원(KRW),"9,934,220","81,460,604,000",
105840,우진,"4,545","40","0.89","4,545","4,530","53,389","239,787,315","4,505","4,615","4,430","500",원(KRW),"19,451,296","88,406,140,320",
018620,우진비앤지,"2,150","10","0.47","2,150","2,145","132,938","283,619,335","2,100","2,170","2,085","500",원(KRW),"25,967,013","55,829,077,950",
010400,우진아이엔에스,"8,190","-10","0.12","8,190","8,170","10,704","87,275,880","8,110","8,250","8,030","500",원(KRW),"7,622,000","62,424,180,000",
049800,우진플라임,"3,730","100","2.75","3,730","3,655","6,855","25,231,805","3,520","3,750","3,520","500",원(KRW),"10,000,000","37,300,000,000",
016880,웅진,"1,345","50","3.86","1,345","1,330","382,387","490,352,040","1,270","1,345","1,240","500",원(KRW),"74,166,668","99,754,168,460",
095720,웅진씽크빅,"2,130","-5","0.23","2,135","2,130","314,087","662,194,330","2,105","2,145","2,070","500",원(KRW),"134,173,248","285,789,018,240",
103130,웅진에너지,"914","0","0.00","0","0","0","0","0","0","0","5,000",원(KRW),"30,947,322","28,285,852,308",
021240,웅진코웨이,"85,700","2,700","3.25","85,700","85,600","135,437","11,468,234,100","82,500","86,300","82,000","500",원(KRW),"73,799,619","6,324,627,348,300",
005820,원림,"19,550","300","1.56","19,550","19,100","1,157","22,245,000","18,650","19,550","18,650","5,000",원(KRW),"2,200,000","43,010,000,000",
278380,원바이오젠,"8,300","490","6.27","8,550","8,300","1,549","12,886,700","8,450","8,450","8,300","500",원(KRW),"2,166,560","17,982,448,000",
032940,원익,"3,470","-30","0.86","3,490","3,470","22,275","77,173,380","3,500","3,500","3,420","500",원(KRW),"17,934,432","62,232,479,040",
240810,원익IPS,"23,450","50","0.21","23,500","23,450","164,435","3,840,476,350","23,400","23,600","23,050","500",원(KRW),"49,083,901","1,151,017,478,450",
074600,원익QnC,"10,750","-150","1.38","10,750","10,700","169,419","1,818,081,350","10,900","10,900","10,600","500",원(KRW),"26,288,000","282,596,000,000",
104830,원익머트리얼즈,"26,550","100","0.38","26,600","26,550","293,186","7,818,502,250","26,300","27,350","26,200","500",원(KRW),"12,608,000","334,742,400,000",
014190,원익큐브,"1,890","60","3.28","1,890","1,885","170,984","320,277,525","1,805","1,910","1,805","500",원(KRW),"35,399,906","66,905,822,340",
030530,원익홀딩스,"3,740","100","2.75","3,740","3,730","168,132","619,858,815","3,620","3,760","3,595","500",원(KRW),"77,237,981","288,870,048,940",
012620,원일특강,"8,760","240","2.82","8,760","8,620","1,175","10,100,410","8,520","8,880","8,510","500",원(KRW),"4,400,000","38,544,000,000",
216280,원텍,"23,500","550","2.40","23,000","20,350","902","19,906,000","23,500","23,500","21,950","500",원(KRW),"4,040,000","94,940,000,000",
008370,원풍,"3,640","0","0.00","3,675","3,640","9,651","35,047,725","3,690","3,695","3,600","500",원(KRW),"12,000,000","43,680,000,000",
008290,원풍물산,"3,440","80","2.38","3,440","3,425","107,484","366,999,010","3,385","3,455","3,360","500",원(KRW),"38,391,781","132,067,726,640",
101160,월덱스,"5,990","-30","0.50","6,000","5,990","118,407","709,593,400","6,000","6,120","5,880","500",원(KRW),"16,510,993","98,900,848,070",
095270,웨이브일렉트로,"24,200","250","1.04","24,200","24,150","36,778","878,577,500","23,650","24,250","23,500","500",원(KRW),"10,938,033","264,700,398,600",
010600,웰바이오텍,"3,270","-120","3.54","3,270","3,265","453,449","1,502,612,710","3,440","3,480","3,210","500",원(KRW),"42,197,321","137,985,239,670",
065950,웰크론,"2,975","100","3.48","2,980","2,975","418,857","1,240,125,755","2,885","3,050","2,885","500",원(KRW),"27,164,911","80,815,610,225",
114190,웰크론강원,"1,825","-55","2.93","1,830","1,825","63,577","117,217,340","1,860","1,895","1,825","500",원(KRW),"15,696,294","28,645,736,550",
076080,웰크론한텍,"2,010","60","3.08","2,015","2,010","64,052","126,859,060","2,000","2,175","1,915","500",원(KRW),"19,502,015","39,199,050,150",
196700,웹스,"1,990","90","4.74","1,995","1,990","217,442","418,116,220","1,900","2,000","1,845","500",원(KRW),"13,698,476","27,259,967,240",
069080,웹젠,"15,050","900","6.36","15,100","15,050","176,531","2,597,433,400","14,300","15,150","14,300","500",원(KRW),"35,310,884","531,428,804,200",
053580,웹케시,"41,900","1,400","3.46","41,950","41,900","52,951","2,202,095,950","40,100","42,600","39,900","500",원(KRW),"6,763,655","283,397,144,500",
071460,위니아딤채,"2,360","30","1.29","2,360","2,355","114,884","269,255,400","2,310","2,375","2,270","500",원(KRW),"35,967,295","84,882,816,200",
044340,위닉스,"18,700","150","0.81","18,700","18,650","117,953","2,184,835,300","18,450","18,800","18,150","500",원(KRW),"17,873,425","334,233,047,500",
112040,위메이드,"27,450","500","1.86","27,450","27,400","65,799","1,775,712,200","26,900","27,550","26,050","500",원(KRW),"16,800,000","461,160,000,000",
065370,위세아이텍,"7,700","0","0.00","7,690","7,300","36","276,850","7,690","7,700","7,690","500",원(KRW),"3,400,000","26,180,000,000",
140660,위월드,"2,300","0","0.00","2,595","2,300","0","0","0","0","0","500",원(KRW),"2,487,252","5,720,679,600",
038620,위즈코프,"1,055","15","1.44","1,060","1,055","100,646","105,018,020","1,030","1,065","1,025","500",원(KRW),"38,830,772","40,966,464,460",
299900,위지윅스튜디오,"14,500","-150","1.02","14,550","14,500","51,901","754,890,050","14,450","14,850","14,250","500",원(KRW),"9,213,507","133,595,851,500",
036090,위지트,"932","2","0.22","932","930","316,416","289,871,574","915","932","903","500",원(KRW),"72,749,313","67,802,359,716",
136540,윈스,"12,550","100","0.80","12,550","12,500","38,988","489,719,950","12,600","12,700","12,400","500",원(KRW),"12,139,563","152,351,515,650",
097800,윈팩,"1,470","70","5.00","1,475","1,470","627,228","919,685,070","1,405","1,505","1,355","500",원(KRW),"36,481,655","53,628,032,850",
192390,윈하이텍,"3,675","-30","0.81","3,685","3,675","21,298","77,509,265","3,705","3,715","3,580","500",원(KRW),"10,263,086","37,716,841,050",
313760,윌링스,"13,250","-300","2.21","13,300","13,250","108,195","1,441,149,350","13,450","13,650","13,100","500",원(KRW),"4,862,000","64,421,500,000",
008600,윌비스,"1,020","0","0.00","1,020","1,015","181,659","183,495,017","1,010","1,020","998","1,000",원(KRW),"57,000,000","58,140,000,000",
900340,윙입푸드,"1,665","65","4.06","1,665","1,660","3,378,444","5,778,174,235","1,605","1,765","1,605","0",홍콩달러(HKD),"40,409,095","67,281,143,175",
033270,유나이티드제약,"18,900","450","2.44","18,900","18,850","20,886","391,184,450","18,350","18,950","18,200","500",원(KRW),"16,207,322","306,318,385,800",
014830,유니드,"46,100","350","0.77","46,150","46,100","8,545","391,398,700","45,150","46,250","45,150","5,000",원(KRW),"8,889,843","409,821,762,300",
036200,유니셈,"3,900","85","2.23","3,900","3,895","161,959","622,068,620","3,770","3,920","3,765","500",원(KRW),"30,664,223","119,590,469,700",
018000,유니슨,"885","9","1.03","885","884","206,989","182,464,986","870","886","869","500",원(KRW),"93,600,606","82,836,536,310",
000910,유니온,"5,800","470","8.82","5,800","5,790","13,571,602","80,744,808,380","5,980","6,300","5,520","500",원(KRW),"15,611,619","90,547,390,200",
047400,유니온머티리얼,"3,235","105","3.35","3,240","3,235","13,786,399","46,118,226,475","3,415","3,475","3,170","500",원(KRW),"42,000,000","135,870,000,000",
203450,유니온커뮤니티,"2,640","75","2.92","2,640","2,620","26,529","68,895,325","2,565","2,655","2,490","500",원(KRW),"14,679,007","38,752,578,480",
011330,유니켐,"1,865","15","0.81","1,870","1,865","1,453,340","2,780,739,405","1,865","1,970","1,835","500",원(KRW),"64,963,854","121,157,587,710",
077500,유니퀘스트,"6,360","390","6.53","6,360","6,310","260,588","1,654,446,430","5,960","6,660","5,890","500",원(KRW),"27,235,975","173,220,801,000",
011320,유니크,"5,960","210","3.65","5,970","5,960","919,903","5,618,098,200","5,690","6,370","5,680","500",원(KRW),"19,320,695","115,151,342,200",
086390,유니테스트,"10,350","200","1.97","10,400","10,350","467,662","4,839,254,620","10,100","10,600","9,940","500",원(KRW),"21,134,126","218,738,204,100",
241690,유니테크노,"11,500","1,000","9.52","11,500","11,300","42,879","480,601,300","10,400","11,750","10,300","500",원(KRW),"11,927,520","137,166,480,000",
142210,유니트론텍,"4,980","155","3.21","4,980","4,960","32,851","163,381,245","4,855","5,060","4,855","500",원(KRW),"9,931,950","49,461,111,000",
121060,유니포인트,"1,795","190","11.84","1,740","1,380","3","5,005","1,825","1,825","1,385","500",원(KRW),"5,981,670","10,737,097,650",
048430,유라테크,"4,955","-65","1.29","4,955","4,950","11,429","57,104,060","5,100","5,100","4,930","500",원(KRW),"11,520,000","57,081,600,000",
206650,유바이오로직스,"6,410","310","5.08","6,420","6,410","200,042","1,236,607,050","6,070","6,410","5,990","500",원(KRW),"26,740,093","171,403,996,130",
089850,유비벨록스,"7,320","1,020","16.19","7,330","7,320","548,019","3,959,473,670","6,400","7,710","6,200","500",원(KRW),"7,115,697","52,086,902,040",
084440,유비온,"1,600","100","6.67","1,600","1,300","11","16,600","1,500","1,600","1,500","500",원(KRW),"2,997,107","4,795,371,200",
032620,유비케어,"5,280","-40","0.75","5,280","5,270","366,526","1,912,816,820","5,340","5,400","5,110","500",원(KRW),"52,197,139","275,600,893,920",
264450,유비쿼스,"29,850","-550","1.81","29,850","29,800","44,616","1,322,798,400","30,150","30,200","29,200","500",원(KRW),"5,123,955","152,950,056,750",
078070,유비쿼스홀딩스,"28,500","-1,950","6.40","28,550","28,500","292,182","8,439,347,350","30,450","30,800","28,100","500",원(KRW),"18,696,628","532,853,898,000",
002920,유성기업,"2,665","10","0.38","2,665","2,660","15,796","41,676,955","2,580","2,665","2,580","500",원(KRW),"25,947,500","69,150,087,500",
024800,유성티엔에스,"2,665","90","3.50","2,665","2,650","34,105","88,835,595","2,540","2,670","2,540","500",원(KRW),"27,213,580","72,524,190,700",
000700,유수홀딩스,"7,150","170","2.44","7,150","7,140","18,550","131,509,320","6,870","7,160","6,870","2,500",원(KRW),"26,041,812","186,198,955,800",
054930,유신,"17,550","400","2.33","17,600","17,550","10,401","181,867,550","17,850","17,850","17,150","5,000",원(KRW),"3,000,000","52,650,000,000",
252370,유쎌,"5,100","-900","15.00","5,100","0","1","5,100","5,100","5,100","5,100","500",원(KRW),"1,325,000","6,757,500,000",
069330,유아이디,"1,580","-15","0.94","1,580","1,570","10,813","17,037,305","1,640","1,640","1,550","500",원(KRW),"11,887,792","18,782,711,360",
049520,유아이엘,"4,860","40","0.83","4,860","4,850","9,224","44,356,615","4,850","4,860","4,780","500",원(KRW),"21,784,936","105,874,788,960",
287410,유안타제3호스팩,"2,090","0","0.00","2,090","2,085","802","1,676,570","2,120","2,120","2,090","100",원(KRW),"4,235,000","8,851,150,000",
313750,유안타제4호스팩,"2,100","0","0.00","2,100","2,095","5,420","11,356,620","2,100","2,100","2,095","100",원(KRW),"4,650,000","9,765,000,000",
003470,유안타증권,"2,635","20","0.76","2,635","2,630","93,960","245,729,730","2,595","2,640","2,590","5,000",원(KRW),"199,596,576","525,936,977,760",
003475,유안타증권우,"1,890","5","0.27","1,895","1,885","13,642","25,531,580","1,890","1,900","1,855","5,000",원(KRW),"12,912,212","24,404,080,680",
056090,유앤아이,"6,330","-90","1.40","6,350","6,330","13,320","84,550,320","6,490","6,490","6,310","500",원(KRW),"7,764,894","49,151,779,020",
011690,유양디앤유,"4,965","-185","3.59","4,970","4,965","575,325","2,897,887,025","5,150","5,250","4,945","500",원(KRW),"58,189,201","288,909,382,965",
263770,유에스티,"4,175","45","1.09","4,180","4,175","74,483","309,201,805","4,125","4,215","4,100","100",원(KRW),"23,700,172","98,948,218,100",
072130,유엔젤,"3,585","55","1.56","3,585","3,580","20,005","70,884,040","3,595","3,595","3,490","500",원(KRW),"13,195,454","47,305,702,590",
000220,유유제약,"9,440","310","3.40","9,450","9,440","15,570","144,841,610","9,100","9,460","9,090","1,000",원(KRW),"6,368,587","60,119,461,280",
000225,유유제약1우,"6,020","60","1.01","6,160","6,020","2,890","17,245,080","5,810","6,190","5,810","1,000",원(KRW),"1,133,465","6,823,459,300",
000227,유유제약2우B,"17,950","-700","3.75","17,800","17,750","2,969","52,595,300","18,650","18,650","17,350","1,000",원(KRW),"164,080","2,945,236,000",
195990,유지인트,"1,080","50","4.85","1,080","1,075","2,277,585","2,355,210,587","1,005","1,095","995","500",원(KRW),"112,046,582","121,010,308,560",
023410,유진기업,"4,795","35","0.74","4,800","4,795","292,557","1,402,162,615","4,775","4,840","4,735","500",원(KRW),"77,310,863","370,705,588,085",
056080,유진로봇,"2,655","20","0.76","2,655","2,650","105,142","275,880,865","2,600","2,695","2,520","500",원(KRW),"37,512,152","99,594,763,560",
321260,유진스팩4호,"2,120","15","0.71","2,125","2,120","46,081","97,538,105","2,105","2,140","2,105","100",원(KRW),"3,490,000","7,398,800,000",
084370,유진테크,"11,100","400","3.74","11,150","11,100","184,415","2,039,995,000","10,900","11,400","10,450","500",원(KRW),"22,916,042","254,368,066,200",
001200,유진투자증권,"2,160","25","1.17","2,165","2,160","100,899","215,945,865","2,130","2,165","2,105","5,000",원(KRW),"96,866,418","209,231,462,880",
178780,유테크,"1,510","25","1.68","1,520","1,510","130,631","197,067,505","1,490","1,560","1,490","500",원(KRW),"17,384,483","26,250,569,330",
221800,유투바이오,"14,850","0","0.00","14,850","0","0","0","0","0","0","500",원(KRW),"1,900,510","28,222,573,500",
179900,유티아이,"21,250","450","2.16","21,300","21,250","88,943","1,887,179,600","20,550","21,650","20,500","500",원(KRW),"15,864,895","337,129,018,750",
263050,유틸렉스,"55,200","100","0.18","55,400","55,200","18,739","1,037,480,900","55,100","56,500","54,600","500",원(KRW),"7,290,255","402,422,076,000",
000100,유한양행,"220,000","0","0.00","220,500","220,000","28,314","6,209,812,000","218,000","221,500","217,500","5,000",원(KRW),"12,777,115","2,810,965,300,000",
000105,유한양행우,"201,500","1,500","0.75","201,500","201,000","44","8,783,000","201,000","202,000","198,500","5,000",원(KRW),"236,188","47,591,882,000",
003460,유화증권,"11,800","0","0.00","12,000","11,800","7,946","93,912,100","12,200","12,200","11,750","5,000",원(KRW),"11,340,483","133,817,699,400",
003465,유화증권우,"12,150","-200","1.62","12,250","12,150","471","5,741,950","12,450","12,450","12,150","5,000",원(KRW),"3,495,285","42,467,712,750",
191410,육일씨엔에쓰,"2,840","-25","0.87","2,865","2,840","21,039","58,396,180","2,830","2,865","2,720","500",원(KRW),"9,363,022","26,590,982,480",
